family,token,tier,file,line,value
btn-primary,--btn-primary-active-brightness,canonical-default,app/styles/tokens.css,122,0.99
btn-primary,--btn-primary-bg,feature-bridge,app/styles/features/chat/hc.css,187,var(--chat-btn-primary-bg)
btn-primary,--btn-primary-bg,feature-bridge,app/styles/features/chat/hc.css,384,var(--chat-btn-primary-bg)
btn-primary,--btn-primary-bg,feature-bridge,app/styles/features/chat/mono.css,260,var(--chat-btn-primary-bg) !important
btn-primary,--btn-primary-bg,feature-bridge,app/styles/features/chat/shell.css,791,var(--chat-btn-primary-bg)
btn-primary,--btn-primary-bg,feature-bridge,app/styles/features/chat/shell.css,860,var(--chat-btn-primary-bg)
btn-primary,--btn-primary-bg,feature-bridge,app/styles/features/chat/shell.css,869,var(--chat-btn-primary-bg)
btn-primary,--btn-primary-bg,feature-bridge,app/styles/features/chat/themes.css,624,var(--chat-btn-primary-bg)
btn-primary,--btn-primary-bg,feature-bridge,app/styles/features/documents/ui.css,605,var(--documents-btn-primary-bg)
btn-primary,--btn-primary-bg,legacy-shared-feature,app/styles/shared/register.css,243,"rgba(255, 234, 0, 0.1)"
btn-primary,--btn-primary-bg,shared-primitive,app/styles/shared/ui-glow.css,592,"rgba(255, 234, 0, 0.1) !important"
btn-primary,--btn-primary-bg,theme-override,app/styles/theme/dark.css,77,"radial-gradient( 82% 66% at 50% -14%, rgba(var(--dark-white-rgb), 0.118) 0%, rgba(var(--dark-white-rgb), 0.048) 42%, rgba(var(--dark-white-rgb), 0.015) 58%, rgba(var(--dark-white-rgb), 0) 74% ), linear-gradient( 180deg, rgba(40, 44, 53, 0.92) 0%, rgba(25, 29, 37, 0.94) 100% )"
btn-primary,--btn-primary-bg,theme-override,app/styles/theme/dark.css,168,"radial-gradient( ellipse at top, rgba(46, 52, 62, 0.64) 0%, rgba(23, 27, 34, 0.76) 100% )"
btn-primary,--btn-primary-bg,theme-override,app/styles/theme/dark.css,218,"radial-gradient( 82% 66% at 50% -14%, rgba(var(--dark-white-rgb), 0.11) 0%, rgba(var(--dark-white-rgb), 0.045) 42%, rgba(var(--dark-white-rgb), 0.014) 58%, rgba(var(--dark-white-rgb), 0) 74% ), linear-gradient( 180deg, rgba(38, 42, 50, 0.92) 0%, rgba(23, 26, 34, 0.94) 100% )"
btn-primary,--btn-primary-bg,theme-override,app/styles/theme/hc.css,435,"radial-gradient( 82% 66% at 50% -14%, rgba(222, 236, 255, 0.108) 0%, rgba(222, 236, 255, 0.048) 42%, rgba(222, 236, 255, 0.016) 58%, rgba(222, 236, 255, 0) 74% ), linear-gradient( 180deg, rgba(26, 35, 49, 0.92) 0%, rgba(16, 25, 39, 0.94) 100% )"
btn-primary,--btn-primary-bg,theme-override,app/styles/theme/hc.css,655,"radial-gradient( 82% 66% at 50% -14%, rgba(222, 236, 255, 0.108) 0%, rgba(222, 236, 255, 0.048) 42%, rgba(222, 236, 255, 0.016) 58%, rgba(222, 236, 255, 0) 74% ), linear-gradient( 180deg, rgba(26, 35, 49, 0.92) 0%, rgba(16, 25, 39, 0.94) 100% )"
btn-primary,--btn-primary-bg,theme-override,app/styles/theme/hc.css,799,"rgba(var(--hc-accent-rgb), 0.1)"
btn-primary,--btn-primary-bg,theme-override,app/styles/theme/hc.css,867,"rgba(9, 14, 24, 0.74)"
btn-primary,--btn-primary-bg,theme-override,app/styles/theme/hc.css,936,"rgba(9, 14, 24, 0.74)"
btn-primary,--btn-primary-bg,theme-override,app/styles/theme/hc.css,1077,"radial-gradient( 82% 66% at 50% -14%, rgba(222, 236, 255, 0.108) 0%, rgba(222, 236, 255, 0.048) 42%, rgba(222, 236, 255, 0.016) 58%, rgba(222, 236, 255, 0) 74% ), linear-gradient( 180deg, rgba(26, 35, 49, 0.92) 0%, rgba(16, 25, 39, 0.94) 100% )"
btn-primary,--btn-primary-bg,theme-override,app/styles/theme/hc.css,1232,var(--hc-control-bg)
btn-primary,--btn-primary-bg,theme-override,app/styles/theme/hc.css,1418,transparent
btn-primary,--btn-primary-bg,theme-override,app/styles/theme/hc.css,1515,"rgba(var(--hc-accent-rgb), 0.1)"
btn-primary,--btn-primary-bg,theme-override,app/styles/theme/hc.css,1539,"rgba(var(--hc-accent-rgb), 0.1)"
btn-primary,--btn-primary-bg,theme-override,app/styles/theme/hc.css,1801,var(--hc-control-bg)
btn-primary,--btn-primary-bg,theme-override,app/styles/theme/light.css,220,"radial-gradient( 82% 66% at 50% 16%, rgba(253, 252, 251, 0.992) 0%, rgba(252, 251, 250, 0.99) 42%, rgba(251, 250, 249, 0.976) 58%, rgba(249, 247, 246, 0.948) 74% ), linear-gradient( 180deg, rgba(252, 251, 250, 0.992) 0%, rgba(249, 248, 247, 0.978) 100% )"
btn-primary,--btn-primary-bg,theme-override,app/styles/theme/mid.css,535,var(--mid-unified-surface-bg)
btn-primary,--btn-primary-bg,theme-override,app/styles/theme/mono.css,185,var(--mono-orbit-surface)
btn-primary,--btn-primary-bg,theme-override,app/styles/theme/mono.css,470,var(--mono-orbit-surface)
btn-primary,--btn-primary-bg,theme-override,app/styles/theme/mono.css,684,var(--mono-orbit-surface)
btn-primary,--btn-primary-bg,theme-override,app/styles/theme/night.css,209,"radial-gradient( 82% 66% at 50% -14%, rgba(222, 236, 255, 0.108) 0%, rgba(222, 236, 255, 0.048) 42%, rgba(222, 236, 255, 0.016) 58%, rgba(222, 236, 255, 0) 74% ), linear-gradient( 180deg, rgba(26, 35, 49, 0.92) 0%, rgba(16, 25, 39, 0.94) 100% )"
btn-primary,--btn-primary-bg,canonical-default,app/styles/tokens.css,57,"radial-gradient( 84% 72% at 50% -6%, rgba(255, 255, 255, 0.05) 0%, rgba(255, 255, 255, 0.022) 40%, rgba(255, 255, 255, 0.008) 56%, rgba(255, 255, 255, 0.0025) 70%, rgba(255, 255, 255, 0.0012) 82%, rgba(255, 255, 255, 0) 92% ), linear-gradient( 180deg, rgba(32, 34, 40, 0.9) 0%, rgba(18, 20, 25, 0.94) 100% )"
btn-primary,--btn-primary-bg,feature-bridge,components/covision/CovisionPage.module.css,227,var(--covision-btn-primary-bg)
btn-primary,--btn-primary-bg,shared-primitive,components/ui/BorderGlow.module.css,292,"rgba(255, 234, 0, 0.1) !important"
btn-primary,--btn-primary-bg-active,feature-bridge,app/styles/features/chat/analysis-touch-controls.css,42,var(--chat-btn-primary-bg-active)
btn-primary,--btn-primary-bg-active,feature-bridge,app/styles/features/chat/hc.css,223,var(--chat-btn-primary-bg-active)
btn-primary,--btn-primary-bg-active,feature-bridge,app/styles/features/chat/hc.css,420,var(--chat-btn-primary-bg-active)
btn-primary,--btn-primary-bg-active,feature-bridge,app/styles/features/chat/shell.css,827,var(--chat-btn-primary-bg-active)
btn-primary,--btn-primary-bg-active,feature-bridge,app/styles/features/chat/themes.css,636,var(--chat-btn-primary-bg-active)
btn-primary,--btn-primary-bg-active,feature-bridge,app/styles/features/documents/ui.css,607,var(--documents-btn-primary-bg-active)
btn-primary,--btn-primary-bg-active,shared-primitive,app/styles/mobile/interaction-surfaces.css,95,var(--btn-primary-bg)
btn-primary,--btn-primary-bg-active,legacy-shared-feature,app/styles/shared/register.css,101,var(--btn-primary-bg)
btn-primary,--btn-primary-bg-active,legacy-shared-feature,app/styles/shared/register.css,245,"rgba(255, 234, 0, 0.14)"
btn-primary,--btn-primary-bg-active,shared-primitive,app/styles/shared/ui-glow.css,594,"rgba(255, 234, 0, 0.14) !important"
btn-primary,--btn-primary-bg-active,theme-override,app/styles/theme/dark.css,101,"radial-gradient( 82% 66% at 50% -14%, rgba(var(--dark-white-rgb), 0.09) 0%, rgba(var(--dark-white-rgb), 0.038) 42%, rgba(var(--dark-white-rgb), 0.012) 58%, rgba(var(--dark-white-rgb), 0) 74% ), linear-gradient( 180deg, rgba(31, 35, 44, 0.91) 0%, rgba(18, 21, 28, 0.93) 100% )"
btn-primary,--btn-primary-bg-active,theme-override,app/styles/theme/dark.css,178,"radial-gradient( ellipse at top, rgba(42, 48, 58, 0.66) 0%, rgba(20, 24, 31, 0.78) 100% )"
btn-primary,--btn-primary-bg-active,theme-override,app/styles/theme/dark.css,242,"radial-gradient( 82% 66% at 50% -14%, rgba(var(--dark-white-rgb), 0.09) 0%, rgba(var(--dark-white-rgb), 0.038) 42%, rgba(var(--dark-white-rgb), 0.012) 58%, rgba(var(--dark-white-rgb), 0) 74% ), linear-gradient( 180deg, rgba(31, 35, 44, 0.91) 0%, rgba(18, 21, 28, 0.93) 100% )"
btn-primary,--btn-primary-bg-active,theme-override,app/styles/theme/hc.css,466,"linear-gradient( 0deg, rgba(var(--hc-accent-rgb), 0.07) 0%, rgba(var(--hc-accent-rgb), 0.07) 100% ), radial-gradient( 82% 66% at 50% -14%, rgba(222, 236, 255, 0.13) 0%, rgba(222, 236, 255, 0.055) 42%, rgba(222, 236, 255, 0.017) 58%, rgba(222, 236, 255, 0) 74% ), linear-gradient( 180deg, rgba(28, 38, 53, 0.91) 0%, rgba(18, 27, 42, 0.93) 100% )"
btn-primary,--btn-primary-bg-active,theme-override,app/styles/theme/hc.css,686,"linear-gradient( 0deg, rgba(var(--hc-accent-rgb), 0.07) 0%, rgba(var(--hc-accent-rgb), 0.07) 100% ), radial-gradient( 82% 66% at 50% -14%, rgba(222, 236, 255, 0.13) 0%, rgba(222, 236, 255, 0.055) 42%, rgba(222, 236, 255, 0.017) 58%, rgba(222, 236, 255, 0) 74% ), linear-gradient( 180deg, rgba(28, 38, 53, 0.91) 0%, rgba(18, 27, 42, 0.93) 100% )"
btn-primary,--btn-primary-bg-active,theme-override,app/styles/theme/hc.css,801,"rgba(var(--hc-accent-rgb), 0.14)"
btn-primary,--btn-primary-bg-active,theme-override,app/styles/theme/hc.css,869,"rgba(var(--hc-accent-rgb), 0.22)"
btn-primary,--btn-primary-bg-active,theme-override,app/styles/theme/hc.css,938,"rgba(var(--hc-accent-rgb), 0.14)"
btn-primary,--btn-primary-bg-active,theme-override,app/styles/theme/hc.css,1103,"radial-gradient( 82% 66% at 50% -14%, rgba(222, 236, 255, 0.13) 0%, rgba(222, 236, 255, 0.055) 42%, rgba(222, 236, 255, 0.017) 58%, rgba(222, 236, 255, 0) 74% ), linear-gradient( 180deg, rgba(28, 38, 53, 0.91) 0%, rgba(18, 27, 42, 0.93) 100% )"
btn-primary,--btn-primary-bg-active,theme-override,app/styles/theme/hc.css,1234,var(--hc-control-bg-active)
btn-primary,--btn-primary-bg-active,theme-override,app/styles/theme/hc.css,1420,transparent
btn-primary,--btn-primary-bg-active,theme-override,app/styles/theme/hc.css,1517,"rgba(var(--hc-accent-rgb), 0.14)"
btn-primary,--btn-primary-bg-active,theme-override,app/styles/theme/hc.css,1541,"rgba(var(--hc-accent-rgb), 0.14)"
btn-primary,--btn-primary-bg-active,theme-override,app/styles/theme/hc.css,1803,var(--hc-control-bg-active)
btn-primary,--btn-primary-bg-active,theme-override,app/styles/theme/light.css,246,"radial-gradient( 82% 66% at 50% 16%, rgba(252, 251, 250, 0.968) 0%, rgba(250, 249, 248, 0.934) 42%, rgba(247, 246, 245, 0.892) 58%, rgba(243, 242, 241, 0.854) 74% ), linear-gradient( 180deg, rgba(251, 250, 249, 0.96) 0%, rgba(246, 245, 244, 0.932) 100% )"
btn-primary,--btn-primary-bg-active,theme-override,app/styles/theme/mid.css,537,var(--mid-unified-surface-bg-active)
btn-primary,--btn-primary-bg-active,theme-override,app/styles/theme/mono.css,187,var(--mono-orbit-surface)
btn-primary,--btn-primary-bg-active,theme-override,app/styles/theme/mono.css,472,var(--mono-orbit-surface)
btn-primary,--btn-primary-bg-active,theme-override,app/styles/theme/mono.css,686,var(--mono-orbit-surface)
btn-primary,--btn-primary-bg-active,theme-override,app/styles/theme/night.css,233,"radial-gradient( 82% 66% at 50% -14%, rgba(222, 236, 255, 0.13) 0%, rgba(222, 236, 255, 0.055) 42%, rgba(222, 236, 255, 0.017) 58%, rgba(222, 236, 255, 0) 74% ), linear-gradient( 180deg, rgba(28, 38, 53, 0.91) 0%, rgba(18, 27, 42, 0.93) 100% )"
btn-primary,--btn-primary-bg-active,canonical-default,app/styles/tokens.css,85,"radial-gradient( 84% 72% at 50% -6%, rgba(255, 255, 255, 0.036) 0%, rgba(255, 255, 255, 0.015) 40%, rgba(255, 255, 255, 0.006) 56%, rgba(255, 255, 255, 0.002) 70%, rgba(255, 255, 255, 0.001) 82%, rgba(255, 255, 255, 0) 92% ), linear-gradient( 180deg, rgba(26, 28, 33, 0.9) 0%, rgba(14, 16, 20, 0.95) 100% )"
btn-primary,--btn-primary-bg-active,feature-bridge,components/covision/CovisionPage.module.css,229,var(--covision-btn-primary-bg-active)
btn-primary,--btn-primary-bg-active,shared-primitive,components/ui/BorderGlow.module.css,294,"rgba(255, 234, 0, 0.14) !important"
btn-primary,--btn-primary-bg-hover,feature-bridge,app/styles/features/chat/hc.css,205,var(--chat-btn-primary-bg-hover)
btn-primary,--btn-primary-bg-hover,feature-bridge,app/styles/features/chat/hc.css,402,var(--chat-btn-primary-bg-hover)
btn-primary,--btn-primary-bg-hover,feature-bridge,app/styles/features/chat/mono.css,262,var(--chat-btn-primary-bg-hover)
btn-primary,--btn-primary-bg-hover,feature-bridge,app/styles/features/chat/shell.css,809,var(--chat-btn-primary-bg-hover)
btn-primary,--btn-primary-bg-hover,feature-bridge,app/styles/features/chat/themes.css,630,var(--chat-btn-primary-bg-hover)
btn-primary,--btn-primary-bg-hover,feature-bridge,app/styles/features/documents/ui.css,606,var(--documents-btn-primary-bg-hover)
btn-primary,--btn-primary-bg-hover,legacy-shared-feature,app/styles/shared/register.css,244,"rgba(255, 234, 0, 0.12)"
btn-primary,--btn-primary-bg-hover,shared-primitive,app/styles/shared/ui-glow.css,593,"rgba(255, 234, 0, 0.12) !important"
btn-primary,--btn-primary-bg-hover,theme-override,app/styles/theme/dark.css,89,"radial-gradient( 82% 66% at 50% -14%, rgba(var(--dark-white-rgb), 0.14) 0%, rgba(var(--dark-white-rgb), 0.058) 42%, rgba(var(--dark-white-rgb), 0.018) 58%, rgba(var(--dark-white-rgb), 0) 74% ), linear-gradient( 180deg, rgba(44, 48, 58, 0.94) 0%, rgba(27, 31, 39, 0.96) 100% )"
btn-primary,--btn-primary-bg-hover,theme-override,app/styles/theme/dark.css,173,"radial-gradient( ellipse at top, rgba(50, 56, 67, 0.7) 0%, rgba(25, 30, 37, 0.8) 100% )"
btn-primary,--btn-primary-bg-hover,theme-override,app/styles/theme/dark.css,230,"radial-gradient( 82% 66% at 50% -14%, rgba(var(--dark-white-rgb), 0.14) 0%, rgba(var(--dark-white-rgb), 0.058) 42%, rgba(var(--dark-white-rgb), 0.018) 58%, rgba(var(--dark-white-rgb), 0) 74% ), linear-gradient( 180deg, rgba(44, 48, 58, 0.94) 0%, rgba(27, 31, 39, 0.96) 100% )"
btn-primary,--btn-primary-bg-hover,theme-override,app/styles/theme/hc.css,448,"linear-gradient( 0deg, rgba(var(--hc-accent-rgb), 0.045) 0%, rgba(var(--hc-accent-rgb), 0.045) 100% ), radial-gradient( 82% 66% at 50% -14%, rgba(222, 236, 255, 0.135) 0%, rgba(222, 236, 255, 0.06) 42%, rgba(222, 236, 255, 0.02) 58%, rgba(222, 236, 255, 0) 74% ), linear-gradient( 180deg, rgba(31, 42, 58, 0.93) 0%, rgba(19, 30, 46, 0.95) 100% )"
btn-primary,--btn-primary-bg-hover,theme-override,app/styles/theme/hc.css,668,"linear-gradient( 0deg, rgba(var(--hc-accent-rgb), 0.045) 0%, rgba(var(--hc-accent-rgb), 0.045) 100% ), radial-gradient( 82% 66% at 50% -14%, rgba(222, 236, 255, 0.135) 0%, rgba(222, 236, 255, 0.06) 42%, rgba(222, 236, 255, 0.02) 58%, rgba(222, 236, 255, 0) 74% ), linear-gradient( 180deg, rgba(31, 42, 58, 0.93) 0%, rgba(19, 30, 46, 0.95) 100% )"
btn-primary,--btn-primary-bg-hover,theme-override,app/styles/theme/hc.css,800,"rgba(var(--hc-accent-rgb), 0.12)"
btn-primary,--btn-primary-bg-hover,theme-override,app/styles/theme/hc.css,868,"rgba(var(--hc-accent-rgb), 0.18)"
btn-primary,--btn-primary-bg-hover,theme-override,app/styles/theme/hc.css,937,"rgba(var(--hc-accent-rgb), 0.14)"
btn-primary,--btn-primary-bg-hover,theme-override,app/styles/theme/hc.css,1090,"radial-gradient( 82% 66% at 50% -14%, rgba(222, 236, 255, 0.135) 0%, rgba(222, 236, 255, 0.06) 42%, rgba(222, 236, 255, 0.02) 58%, rgba(222, 236, 255, 0) 74% ), linear-gradient( 180deg, rgba(31, 42, 58, 0.93) 0%, rgba(19, 30, 46, 0.95) 100% )"
btn-primary,--btn-primary-bg-hover,theme-override,app/styles/theme/hc.css,1233,var(--hc-control-bg-hover)
btn-primary,--btn-primary-bg-hover,theme-override,app/styles/theme/hc.css,1419,transparent
btn-primary,--btn-primary-bg-hover,theme-override,app/styles/theme/hc.css,1516,"rgba(var(--hc-accent-rgb), 0.12)"
btn-primary,--btn-primary-bg-hover,theme-override,app/styles/theme/hc.css,1540,"rgba(var(--hc-accent-rgb), 0.12)"
btn-primary,--btn-primary-bg-hover,theme-override,app/styles/theme/hc.css,1802,var(--hc-control-bg-hover)
btn-primary,--btn-primary-bg-hover,theme-override,app/styles/theme/light.css,106,"radial-gradient( 82% 66% at 50% 16%, rgba(var(--light-white-rgb), 1) 0%, rgba(var(--light-white-rgb), 1) 42%, rgba(var(--light-white-rgb), 0.99) 58%, rgba(253, 251, 250, 0.97) 74% ), linear-gradient( 180deg, rgba(var(--light-white-rgb), 1) 0%, rgba(254, 252, 251, 0.985) 100% )"
btn-primary,--btn-primary-bg-hover,theme-override,app/styles/theme/light.css,233,"radial-gradient( 82% 66% at 50% 16%, rgba(254, 253, 252, 0.996) 0%, rgba(253, 252, 251, 0.994) 42%, rgba(252, 251, 250, 0.982) 58%, rgba(250, 248, 247, 0.956) 74% ), linear-gradient( 180deg, rgba(253, 252, 251, 0.994) 0%, rgba(250, 249, 248, 0.982) 100% )"
btn-primary,--btn-primary-bg-hover,theme-override,app/styles/theme/mid.css,536,var(--mid-unified-surface-bg-hover)
btn-primary,--btn-primary-bg-hover,theme-override,app/styles/theme/mono.css,186,var(--mono-orbit-surface-hover)
btn-primary,--btn-primary-bg-hover,theme-override,app/styles/theme/mono.css,471,var(--mono-orbit-surface-hover)
btn-primary,--btn-primary-bg-hover,theme-override,app/styles/theme/mono.css,685,var(--mono-floating-surface-hover)
btn-primary,--btn-primary-bg-hover,theme-override,app/styles/theme/night.css,221,"radial-gradient( 82% 66% at 50% -14%, rgba(222, 236, 255, 0.135) 0%, rgba(222, 236, 255, 0.06) 42%, rgba(222, 236, 255, 0.02) 58%, rgba(222, 236, 255, 0) 74% ), linear-gradient( 180deg, rgba(31, 42, 58, 0.93) 0%, rgba(19, 30, 46, 0.95) 100% )"
btn-primary,--btn-primary-bg-hover,canonical-default,app/styles/tokens.css,71,"radial-gradient( 84% 72% at 50% -6%, rgba(255, 255, 255, 0.058) 0%, rgba(255, 255, 255, 0.025) 40%, rgba(255, 255, 255, 0.009) 56%, rgba(255, 255, 255, 0.003) 70%, rgba(255, 255, 255, 0.001) 82%, rgba(255, 255, 255, 0) 92% ), linear-gradient( 180deg, rgba(34, 36, 42, 0.92) 0%, rgba(19, 21, 26, 0.96) 100% )"
btn-primary,--btn-primary-bg-hover,feature-bridge,components/covision/CovisionPage.module.css,228,var(--covision-btn-primary-bg-hover)
btn-primary,--btn-primary-bg-hover,shared-primitive,components/ui/BorderGlow.module.css,293,"rgba(255, 234, 0, 0.12) !important"
btn-primary,--btn-primary-border,feature-bridge,app/styles/features/chat/hc.css,168,var(--chat-btn-primary-border)
btn-primary,--btn-primary-border,feature-bridge,app/styles/features/chat/hc.css,365,var(--chat-btn-primary-border)
btn-primary,--btn-primary-border,feature-bridge,app/styles/features/chat/shell.css,829,var(--chat-btn-primary-border)
btn-primary,--btn-primary-border,feature-bridge,app/styles/features/chat/shell.css,862,var(--chat-btn-primary-border)
btn-primary,--btn-primary-border,feature-bridge,app/styles/features/chat/shell.css,871,var(--chat-btn-primary-border)
btn-primary,--btn-primary-border,feature-bridge,app/styles/features/chat/themes.css,638,var(--chat-btn-primary-border)
btn-primary,--btn-primary-border,feature-bridge,app/styles/features/documents/ui.css,601,var(--documents-btn-primary-border)
btn-primary,--btn-primary-border,theme-override,app/styles/theme/dark.css,113,0 solid transparent
btn-primary,--btn-primary-border,theme-override,app/styles/theme/dark.css,183,0 solid transparent
btn-primary,--btn-primary-border,theme-override,app/styles/theme/dark.css,254,0 solid transparent
btn-primary,--btn-primary-border,theme-override,app/styles/theme/hc.css,136,"2px solid rgba(var(--hc-accent-rgb), 0.72)"
btn-primary,--btn-primary-border,theme-override,app/styles/theme/hc.css,431,"2px solid rgba(var(--hc-accent-rgb), 0.66)"
btn-primary,--btn-primary-border,theme-override,app/styles/theme/hc.css,651,"2px solid rgba(var(--hc-accent-rgb), 0.66)"
btn-primary,--btn-primary-border,theme-override,app/styles/theme/hc.css,863,"2px solid rgba(var(--hc-accent-rgb), 0.66)"
btn-primary,--btn-primary-border,theme-override,app/styles/theme/hc.css,1073,"2px solid rgba(var(--hc-accent-rgb), 0.66)"
btn-primary,--btn-primary-border,theme-override,app/styles/theme/hc.css,1218,"2px solid rgba(var(--hc-accent-rgb), 0.66)"
btn-primary,--btn-primary-border,theme-override,app/styles/theme/hc.css,1235,"2px solid rgba(var(--hc-accent-rgb), 0.66)"
btn-primary,--btn-primary-border,theme-override,app/styles/theme/hc.css,1421,"2px solid rgba(var(--hc-accent-rgb), 0.66)"
btn-primary,--btn-primary-border,theme-override,app/styles/theme/hc.css,1459,"2px solid rgba(var(--hc-accent-rgb), 0.72)"
btn-primary,--btn-primary-border,theme-override,app/styles/theme/hc.css,1805,"2px solid rgba(255, 234, 0, 0.66)"
btn-primary,--btn-primary-border,theme-override,app/styles/theme/light.css,103,0 solid transparent
btn-primary,--btn-primary-border,theme-override,app/styles/theme/light.css,260,"1px solid rgba(148, 163, 184, 0.08)"
btn-primary,--btn-primary-border,theme-override,app/styles/theme/mid.css,354,0 solid transparent
btn-primary,--btn-primary-border,theme-override,app/styles/theme/mid.css,539,transparent
btn-primary,--btn-primary-border,theme-override,app/styles/theme/mono.css,689,0 solid transparent
btn-primary,--btn-primary-border,theme-override,app/styles/theme/night.css,245,0 solid transparent
btn-primary,--btn-primary-border,canonical-default,app/styles/tokens.css,100,"1px solid rgba(255, 255, 255, 0.1)"
btn-primary,--btn-primary-border,feature-bridge,components/covision/CovisionPage.module.css,230,var(--covision-btn-primary-border)
btn-primary,--btn-primary-border-active,feature-bridge,app/styles/features/chat/analysis-touch-controls.css,49,var(--chat-btn-primary-border-active)
btn-primary,--btn-primary-border-active,feature-bridge,app/styles/features/chat/hc.css,172,var(--chat-btn-primary-border-active)
btn-primary,--btn-primary-border-active,feature-bridge,app/styles/features/chat/hc.css,369,var(--chat-btn-primary-border-active)
btn-primary,--btn-primary-border-active,feature-bridge,app/styles/features/chat/shell.css,833,var(--chat-btn-primary-border-active)
btn-primary,--btn-primary-border-active,feature-bridge,app/styles/features/chat/themes.css,642,var(--chat-btn-primary-border-active)
btn-primary,--btn-primary-border-active,feature-bridge,app/styles/features/documents/ui.css,603,var(--documents-btn-primary-border-active)
btn-primary,--btn-primary-border-active,shared-primitive,app/styles/mobile/interaction-surfaces.css,97,var(--btn-primary-border)
btn-primary,--btn-primary-border-active,legacy-shared-feature,app/styles/shared/register.css,103,"var( --btn-primary-border-hover, var(--btn-primary-border) )"
btn-primary,--btn-primary-border-active,theme-override,app/styles/theme/dark.css,115,0 solid transparent
btn-primary,--btn-primary-border-active,theme-override,app/styles/theme/dark.css,185,0 solid transparent
btn-primary,--btn-primary-border-active,theme-override,app/styles/theme/dark.css,256,0 solid transparent
btn-primary,--btn-primary-border-active,theme-override,app/styles/theme/hc.css,138,"2px solid rgba(var(--hc-accent-rgb), 0.96)"
