family,token,tier,file,line,value
btn-primary,--btn-primary-border-active,theme-override,app/styles/theme/hc.css,433,"2px solid rgba(var(--hc-accent-rgb), 0.95)"
btn-primary,--btn-primary-border-active,theme-override,app/styles/theme/hc.css,653,"2px solid rgba(var(--hc-accent-rgb), 0.95)"
btn-primary,--btn-primary-border-active,theme-override,app/styles/theme/hc.css,865,"2px solid rgba(var(--hc-accent-rgb), 0.95)"
btn-primary,--btn-primary-border-active,theme-override,app/styles/theme/hc.css,1075,"2px solid rgba(var(--hc-accent-rgb), 0.95)"
btn-primary,--btn-primary-border-active,theme-override,app/styles/theme/hc.css,1220,"2px solid rgba(var(--hc-accent-rgb), 0.95)"
btn-primary,--btn-primary-border-active,theme-override,app/styles/theme/hc.css,1237,"2px solid rgba(var(--hc-accent-rgb), 0.95)"
btn-primary,--btn-primary-border-active,theme-override,app/styles/theme/hc.css,1423,"2px solid rgba(var(--hc-accent-rgb), 0.95)"
btn-primary,--btn-primary-border-active,theme-override,app/styles/theme/hc.css,1461,"2px solid rgba(var(--hc-accent-rgb), 1)"
btn-primary,--btn-primary-border-active,theme-override,app/styles/theme/hc.css,1807,"2px solid rgba(255, 234, 0, 0.95)"
btn-primary,--btn-primary-border-active,theme-override,app/styles/theme/light.css,105,0 solid transparent
btn-primary,--btn-primary-border-active,theme-override,app/styles/theme/light.css,262,"1px solid rgba(148, 163, 184, 0.07)"
btn-primary,--btn-primary-border-active,theme-override,app/styles/theme/mid.css,356,0 solid transparent
btn-primary,--btn-primary-border-active,theme-override,app/styles/theme/mid.css,541,transparent
btn-primary,--btn-primary-border-active,theme-override,app/styles/theme/mono.css,691,0 solid transparent
btn-primary,--btn-primary-border-active,theme-override,app/styles/theme/night.css,247,0 solid transparent
btn-primary,--btn-primary-border-active,canonical-default,app/styles/tokens.css,102,"1px solid rgba(255, 255, 255, 0.12)"
btn-primary,--btn-primary-border-active,feature-bridge,components/covision/CovisionPage.module.css,232,var(--covision-btn-primary-border-active)
btn-primary,--btn-primary-border-hover,feature-bridge,app/styles/features/chat/hc.css,170,var(--chat-btn-primary-border-hover)
btn-primary,--btn-primary-border-hover,feature-bridge,app/styles/features/chat/hc.css,367,var(--chat-btn-primary-border-hover)
btn-primary,--btn-primary-border-hover,feature-bridge,app/styles/features/chat/shell.css,831,var(--chat-btn-primary-border-hover)
btn-primary,--btn-primary-border-hover,feature-bridge,app/styles/features/chat/themes.css,640,var(--chat-btn-primary-border-hover)
btn-primary,--btn-primary-border-hover,feature-bridge,app/styles/features/documents/ui.css,602,var(--documents-btn-primary-border-hover)
btn-primary,--btn-primary-border-hover,theme-override,app/styles/theme/dark.css,114,0 solid transparent
btn-primary,--btn-primary-border-hover,theme-override,app/styles/theme/dark.css,184,0 solid transparent
btn-primary,--btn-primary-border-hover,theme-override,app/styles/theme/dark.css,255,0 solid transparent
btn-primary,--btn-primary-border-hover,theme-override,app/styles/theme/hc.css,137,"2px solid rgba(var(--hc-accent-rgb), 0.92)"
btn-primary,--btn-primary-border-hover,theme-override,app/styles/theme/hc.css,432,"2px solid rgba(var(--hc-accent-rgb), 0.9)"
btn-primary,--btn-primary-border-hover,theme-override,app/styles/theme/hc.css,652,"2px solid rgba(var(--hc-accent-rgb), 0.9)"
btn-primary,--btn-primary-border-hover,theme-override,app/styles/theme/hc.css,864,"2px solid rgba(var(--hc-accent-rgb), 0.9)"
btn-primary,--btn-primary-border-hover,theme-override,app/styles/theme/hc.css,1074,"2px solid rgba(var(--hc-accent-rgb), 0.9)"
btn-primary,--btn-primary-border-hover,theme-override,app/styles/theme/hc.css,1219,"2px solid rgba(var(--hc-accent-rgb), 0.9)"
btn-primary,--btn-primary-border-hover,theme-override,app/styles/theme/hc.css,1236,"2px solid rgba(var(--hc-accent-rgb), 0.9)"
btn-primary,--btn-primary-border-hover,theme-override,app/styles/theme/hc.css,1422,"2px solid rgba(var(--hc-accent-rgb), 0.9)"
btn-primary,--btn-primary-border-hover,theme-override,app/styles/theme/hc.css,1460,"2px solid rgba(var(--hc-accent-rgb), 0.94)"
btn-primary,--btn-primary-border-hover,theme-override,app/styles/theme/hc.css,1806,"2px solid rgba(255, 234, 0, 0.9)"
btn-primary,--btn-primary-border-hover,theme-override,app/styles/theme/light.css,104,"1px solid rgba(var(--light-white-rgb), 0.62)"
btn-primary,--btn-primary-border-hover,theme-override,app/styles/theme/light.css,261,"1px solid rgba(148, 163, 184, 0.1)"
btn-primary,--btn-primary-border-hover,theme-override,app/styles/theme/mid.css,86,var(--mid-pill-surface-border-hover)
btn-primary,--btn-primary-border-hover,theme-override,app/styles/theme/mid.css,355,0 solid transparent
btn-primary,--btn-primary-border-hover,theme-override,app/styles/theme/mid.css,540,transparent
btn-primary,--btn-primary-border-hover,theme-override,app/styles/theme/mono.css,690,0 solid transparent
btn-primary,--btn-primary-border-hover,theme-override,app/styles/theme/night.css,246,0 solid transparent
btn-primary,--btn-primary-border-hover,canonical-default,app/styles/tokens.css,101,"1px solid rgba(255, 255, 255, 0.14)"
btn-primary,--btn-primary-border-hover,feature-bridge,components/covision/CovisionPage.module.css,231,var(--covision-btn-primary-border-hover)
btn-primary,--btn-primary-focus-ring-color,feature-bridge,app/styles/features/chat/shell.css,848,var(--chat-btn-primary-focus-ring-color)
btn-primary,--btn-primary-focus-ring-color,theme-override,app/styles/theme/hc.css,1811,var(--hc-focus-ring)
btn-primary,--btn-primary-focus-ring-color,theme-override,app/styles/theme/light.css,266,"rgba(197, 113, 113, 0.24)"
btn-primary,--btn-primary-focus-ring-color,theme-override,app/styles/theme/mid.css,545,"rgba(147, 111, 105, 0.22)"
btn-primary,--btn-primary-focus-ring-color,theme-override,app/styles/theme/mono.css,701,"rgba(230, 230, 230, 0.24)"
btn-primary,--btn-primary-focus-ring-color,theme-override,app/styles/theme/night.css,261,"rgba(140, 180, 235, 0.35)"
btn-primary,--btn-primary-focus-ring-color,canonical-default,app/styles/tokens.css,115,"rgba(197, 113, 113, 0.28)"
btn-primary,--btn-primary-hover-brightness,theme-override,app/styles/theme/dark.css,76,1.04
btn-primary,--btn-primary-hover-brightness,theme-override,app/styles/theme/mid.css,534,1
btn-primary,--btn-primary-hover-brightness,theme-override,app/styles/theme/mono.css,683,1.035
btn-primary,--btn-primary-hover-brightness,theme-override,app/styles/theme/night.css,203,1.038
btn-primary,--btn-primary-hover-brightness,canonical-default,app/styles/tokens.css,121,1.015
btn-primary,--btn-primary-radius,theme-override,app/styles/theme/light.css,270,0.95rem
btn-primary,--btn-primary-radius,canonical-default,app/styles/tokens.css,123,0.95rem
btn-primary,--btn-primary-shadow,feature-bridge,app/styles/features/chat/hc.css,226,var(--chat-btn-primary-shadow)
btn-primary,--btn-primary-shadow,feature-bridge,app/styles/features/chat/hc.css,423,var(--chat-btn-primary-shadow)
btn-primary,--btn-primary-shadow,feature-bridge,app/styles/features/chat/shell.css,836,var(--chat-btn-primary-shadow)
btn-primary,--btn-primary-shadow,feature-bridge,app/styles/features/chat/shell.css,864,var(--chat-btn-primary-shadow)
btn-primary,--btn-primary-shadow,feature-bridge,app/styles/features/chat/shell.css,873,var(--chat-btn-primary-shadow)
btn-primary,--btn-primary-shadow,feature-bridge,app/styles/features/chat/themes.css,644,var(--chat-btn-primary-shadow)
btn-primary,--btn-primary-shadow,feature-bridge,app/styles/features/documents/ui.css,608,var(--documents-btn-primary-shadow)
btn-primary,--btn-primary-shadow,theme-override,app/styles/theme/dark.css,116,"inset 0 1px 0 rgba(var(--dark-white-rgb), 0.06), 0 5px 12px rgba(var(--dark-black-rgb), 0.2)"
btn-primary,--btn-primary-shadow,theme-override,app/styles/theme/dark.css,186,none
btn-primary,--btn-primary-shadow,theme-override,app/styles/theme/dark.css,257,"inset 0 1px 0 rgba(var(--dark-white-rgb), 0.06), 0 5px 12px rgba(var(--dark-black-rgb), 0.22)"
btn-primary,--btn-primary-shadow,theme-override,app/styles/theme/hc.css,484,"inset 0 1px 0 rgba(220, 236, 255, 0.1), 0 5px 12px rgba(2, 6, 16, 0.24)"
btn-primary,--btn-primary-shadow,theme-override,app/styles/theme/hc.css,704,"inset 0 1px 0 rgba(220, 236, 255, 0.1), 0 5px 12px rgba(2, 6, 16, 0.24)"
btn-primary,--btn-primary-shadow,theme-override,app/styles/theme/hc.css,870,none
btn-primary,--btn-primary-shadow,theme-override,app/styles/theme/hc.css,1116,"inset 0 1px 0 rgba(220, 236, 255, 0.1), 0 5px 12px rgba(2, 6, 16, 0.24)"
btn-primary,--btn-primary-shadow,theme-override,app/styles/theme/hc.css,1808,none
btn-primary,--btn-primary-shadow,theme-override,app/styles/theme/light.css,119,"inset 0 1px 0 rgba(var(--light-white-rgb), 0.2), 0 2px 6px rgba(15, 23, 42, 0.09)"
btn-primary,--btn-primary-shadow,theme-override,app/styles/theme/light.css,263,"0 4px 10px rgba(15, 23, 42, 0.1)"
btn-primary,--btn-primary-shadow,theme-override,app/styles/theme/mid.css,357,"0 3px 8px rgba(0, 0, 0, 0.22)"
btn-primary,--btn-primary-shadow,theme-override,app/styles/theme/mid.css,542,var(--mid-unified-surface-shadow)
btn-primary,--btn-primary-shadow,theme-override,app/styles/theme/mono.css,190,"inset 0 1px 0 rgba(var(--mono-mid-rgb), 0.08), 0 5px 12px rgba(7, 7, 7, 0.24)"
btn-primary,--btn-primary-shadow,theme-override,app/styles/theme/mono.css,692,"inset 0 1px 0 rgba(214, 214, 214, 0.08), 0 5px 12px rgba(7, 7, 7, 0.24)"
btn-primary,--btn-primary-shadow,theme-override,app/styles/theme/night.css,248,"inset 0 1px 0 rgba(220, 236, 255, 0.1), 0 5px 12px rgba(2, 6, 16, 0.24)"
btn-primary,--btn-primary-shadow,canonical-default,app/styles/tokens.css,103,"inset 0 1px 0 rgba(255, 255, 255, 0.06), inset 0 -1px 0 rgba(5, 6, 9, 0.58), 0 5px 12px rgba(0, 0, 0, 0.2)"
btn-primary,--btn-primary-shadow,feature-bridge,components/covision/CovisionPage.module.css,234,var(--covision-btn-primary-shadow)
btn-primary,--btn-primary-shadow-active,feature-bridge,app/styles/features/chat/analysis-touch-controls.css,44,var(--chat-btn-primary-shadow-active)
btn-primary,--btn-primary-shadow-active,feature-bridge,app/styles/features/chat/hc.css,232,var(--chat-btn-primary-shadow-active)
btn-primary,--btn-primary-shadow-active,feature-bridge,app/styles/features/chat/hc.css,429,var(--chat-btn-primary-shadow-active)
btn-primary,--btn-primary-shadow-active,feature-bridge,app/styles/features/chat/shell.css,842,var(--chat-btn-primary-shadow-active)
btn-primary,--btn-primary-shadow-active,feature-bridge,app/styles/features/chat/themes.css,648,var(--chat-btn-primary-shadow-active)
btn-primary,--btn-primary-shadow-active,feature-bridge,app/styles/features/documents/ui.css,610,var(--documents-btn-primary-shadow-active)
btn-primary,--btn-primary-shadow-active,shared-primitive,app/styles/mobile/interaction-surfaces.css,96,var(--btn-primary-shadow)
btn-primary,--btn-primary-shadow-active,legacy-shared-feature,app/styles/shared/register.css,102,var(--btn-primary-shadow-hover)
btn-primary,--btn-primary-shadow-active,theme-override,app/styles/theme/dark.css,122,"inset 0 1px 0 rgba(var(--dark-white-rgb), 0.05), 0 4px 10px rgba(var(--dark-black-rgb), 0.18)"
btn-primary,--btn-primary-shadow-active,theme-override,app/styles/theme/dark.css,188,none
btn-primary,--btn-primary-shadow-active,theme-override,app/styles/theme/dark.css,263,"inset 0 1px 0 rgba(var(--dark-white-rgb), 0.05), 0 4px 10px rgba(var(--dark-black-rgb), 0.2)"
btn-primary,--btn-primary-shadow-active,theme-override,app/styles/theme/hc.css,490,"inset 0 1px 0 rgba(220, 236, 255, 0.08), 0 4px 10px rgba(2, 6, 16, 0.22)"
btn-primary,--btn-primary-shadow-active,theme-override,app/styles/theme/hc.css,710,"inset 0 1px 0 rgba(220, 236, 255, 0.08), 0 4px 10px rgba(2, 6, 16, 0.22)"
btn-primary,--btn-primary-shadow-active,theme-override,app/styles/theme/hc.css,872,none
btn-primary,--btn-primary-shadow-active,theme-override,app/styles/theme/hc.css,1122,"inset 0 1px 0 rgba(220, 236, 255, 0.08), 0 4px 10px rgba(2, 6, 16, 0.22)"
btn-primary,--btn-primary-shadow-active,theme-override,app/styles/theme/hc.css,1810,none
btn-primary,--btn-primary-shadow-active,theme-override,app/styles/theme/light.css,121,"inset 0 1px 0 rgba(var(--light-white-rgb), 0.16), 0 1px 4px rgba(15, 23, 42, 0.08)"
btn-primary,--btn-primary-shadow-active,theme-override,app/styles/theme/light.css,265,"0 1px 4px rgba(15, 23, 42, 0.08)"
btn-primary,--btn-primary-shadow-active,theme-override,app/styles/theme/mid.css,359,"0 2px 6px rgba(0, 0, 0, 0.18)"
btn-primary,--btn-primary-shadow-active,theme-override,app/styles/theme/mid.css,544,var(--mid-unified-surface-shadow-active)
btn-primary,--btn-primary-shadow-active,theme-override,app/styles/theme/mono.css,698,"inset 0 1px 0 rgba(214, 214, 214, 0.07), 0 4px 10px rgba(7, 7, 7, 0.22)"
btn-primary,--btn-primary-shadow-active,theme-override,app/styles/theme/night.css,254,"inset 0 1px 0 rgba(220, 236, 255, 0.08), 0 4px 10px rgba(2, 6, 16, 0.22)"
btn-primary,--btn-primary-shadow-active,canonical-default,app/styles/tokens.css,111,"inset 0 1px 0 rgba(255, 255, 255, 0.05), inset 0 -1px 0 rgba(5, 6, 9, 0.56), 0 4px 10px rgba(0, 0, 0, 0.18)"
btn-primary,--btn-primary-shadow-active,feature-bridge,components/covision/CovisionPage.module.css,236,var(--covision-btn-primary-shadow-active)
btn-primary,--btn-primary-shadow-focus,feature-bridge,app/styles/features/chat/hc.css,236,var(--chat-btn-primary-shadow-focus)
btn-primary,--btn-primary-shadow-focus,feature-bridge,app/styles/features/chat/hc.css,433,var(--chat-btn-primary-shadow-focus)
btn-primary,--btn-primary-shadow-focus,feature-bridge,app/styles/features/chat/shell.css,846,var(--chat-btn-primary-shadow-focus)
btn-primary,--btn-primary-shadow-focus,feature-bridge,app/styles/features/chat/themes.css,650,var(--chat-btn-primary-shadow-focus)
btn-primary,--btn-primary-shadow-focus,theme-override,app/styles/theme/dark.css,125,"inset 0 1px 0 rgba(var(--dark-white-rgb), 0.12), 0 8px 18px rgba(var(--dark-black-rgb), 0.26), 0 0 0 3px var(--btn-primary-focus-ring-color)"
btn-primary,--btn-primary-shadow-focus,theme-override,app/styles/theme/dark.css,189,"0 0 0 3px rgba(148, 163, 184, 0.14)"
btn-primary,--btn-primary-shadow-focus,theme-override,app/styles/theme/dark.css,266,"inset 0 1px 0 rgba(var(--dark-white-rgb), 0.12), 0 8px 18px rgba(var(--dark-black-rgb), 0.26), 0 0 0 3px var(--btn-primary-focus-ring-color)"
btn-primary,--btn-primary-shadow-focus,theme-override,app/styles/theme/hc.css,493,"inset 0 1px 0 rgba(220, 236, 255, 0.16), 0 8px 18px rgba(2, 6, 16, 0.32), 0 0 0 2px rgba(var(--hc-accent-rgb), 0.44)"
btn-primary,--btn-primary-shadow-focus,theme-override,app/styles/theme/hc.css,713,"inset 0 1px 0 rgba(220, 236, 255, 0.16), 0 8px 18px rgba(2, 6, 16, 0.32), 0 0 0 2px rgba(var(--hc-accent-rgb), 0.5)"
btn-primary,--btn-primary-shadow-focus,theme-override,app/styles/theme/hc.css,873,"0 0 0 2px rgba(var(--hc-accent-rgb), 0.44)"
btn-primary,--btn-primary-shadow-focus,theme-override,app/styles/theme/hc.css,939,"0 0 0 2px rgba(var(--hc-accent-rgb), 0.52)"
btn-primary,--btn-primary-shadow-focus,theme-override,app/styles/theme/hc.css,1125,"inset 0 1px 0 rgba(220, 236, 255, 0.16), 0 8px 18px rgba(2, 6, 16, 0.32), 0 0 0 2px rgba(var(--hc-accent-rgb), 0.52)"
btn-primary,--btn-primary-shadow-focus,theme-override,app/styles/theme/light.css,122,"inset 0 1px 0 rgba(var(--light-white-rgb), 0.24), 0 4px 10px rgba(15, 23, 42, 0.11), 0 0 0 3px var(--btn-primary-focus-ring-color), 0 0 0 1px rgba(var(--light-white-rgb), 0.22)"
btn-primary,--btn-primary-shadow-focus,theme-override,app/styles/theme/light.css,267,"0 4px 10px rgba(15, 23, 42, 0.11), 0 0 0 3px var(--btn-primary-focus-ring-color)"
btn-primary,--btn-primary-shadow-focus,theme-override,app/styles/theme/mid.css,360,"0 5px 12px rgba(0, 0, 0, 0.24), 0 0 0 3px var(--btn-primary-focus-ring-color)"
btn-primary,--btn-primary-shadow-focus,theme-override,app/styles/theme/mid.css,546,"0 8px 18px rgba(38, 24, 22, 0.11), 0 0 0 3px var(--btn-primary-focus-ring-color)"
btn-primary,--btn-primary-shadow-focus,theme-override,app/styles/theme/mono.css,702,"inset 0 1px 0 rgba(214, 214, 214, 0.12), 0 8px 18px rgba(7, 7, 7, 0.32), 0 0 0 3px var(--btn-primary-focus-ring-color)"
btn-primary,--btn-primary-shadow-focus,theme-override,app/styles/theme/night.css,257,"inset 0 1px 0 rgba(220, 236, 255, 0.16), 0 8px 18px rgba(2, 6, 16, 0.32), 0 0 0 3px var(--btn-primary-focus-ring-color)"
btn-primary,--btn-primary-shadow-focus,canonical-default,app/styles/tokens.css,116,"inset 0 1px 0 rgba(255, 255, 255, 0.12), inset 0 -1px 0 rgba(5, 6, 9, 0.68), 0 8px 18px rgba(0, 0, 0, 0.26), 0 0 0 3px var(--btn-primary-focus-ring-color)"
btn-primary,--btn-primary-shadow-focus,feature-bridge,components/covision/CovisionPage.module.css,237,var(--covision-btn-primary-shadow-focus)
btn-primary,--btn-primary-shadow-hover,feature-bridge,app/styles/features/chat/hc.css,229,var(--chat-btn-primary-shadow-hover)
btn-primary,--btn-primary-shadow-hover,feature-bridge,app/styles/features/chat/hc.css,426,var(--chat-btn-primary-shadow-hover)
btn-primary,--btn-primary-shadow-hover,feature-bridge,app/styles/features/chat/shell.css,839,var(--chat-btn-primary-shadow-hover)
btn-primary,--btn-primary-shadow-hover,feature-bridge,app/styles/features/chat/themes.css,646,var(--chat-btn-primary-shadow-hover)
btn-primary,--btn-primary-shadow-hover,feature-bridge,app/styles/features/documents/ui.css,609,var(--documents-btn-primary-shadow-hover)
btn-primary,--btn-primary-shadow-hover,theme-override,app/styles/theme/dark.css,119,"inset 0 1px 0 rgba(var(--dark-white-rgb), 0.08), 0 7px 14px rgba(var(--dark-black-rgb), 0.24)"
btn-primary,--btn-primary-shadow-hover,theme-override,app/styles/theme/dark.css,187,none
btn-primary,--btn-primary-shadow-hover,theme-override,app/styles/theme/dark.css,260,"inset 0 1px 0 rgba(var(--dark-white-rgb), 0.08), 0 7px 14px rgba(var(--dark-black-rgb), 0.24)"
btn-primary,--btn-primary-shadow-hover,theme-override,app/styles/theme/hc.css,487,"inset 0 1px 0 rgba(220, 236, 255, 0.12), 0 7px 14px rgba(2, 6, 16, 0.28)"
btn-primary,--btn-primary-shadow-hover,theme-override,app/styles/theme/hc.css,707,"inset 0 1px 0 rgba(220, 236, 255, 0.12), 0 7px 14px rgba(2, 6, 16, 0.28)"
btn-primary,--btn-primary-shadow-hover,theme-override,app/styles/theme/hc.css,871,none
btn-primary,--btn-primary-shadow-hover,theme-override,app/styles/theme/hc.css,1119,"inset 0 1px 0 rgba(220, 236, 255, 0.12), 0 7px 14px rgba(2, 6, 16, 0.28)"
btn-primary,--btn-primary-shadow-hover,theme-override,app/styles/theme/hc.css,1809,none
btn-primary,--btn-primary-shadow-hover,theme-override,app/styles/theme/light.css,120,"inset 0 1px 0 rgba(var(--light-white-rgb), 0.28), 0 7px 16px rgba(15, 23, 42, 0.1)"
btn-primary,--btn-primary-shadow-hover,theme-override,app/styles/theme/light.css,264,"0 6px 13px rgba(15, 23, 42, 0.102)"
btn-primary,--btn-primary-shadow-hover,theme-override,app/styles/theme/mid.css,87,var(--mid-unified-surface-shadow-hover)
btn-primary,--btn-primary-shadow-hover,theme-override,app/styles/theme/mid.css,358,"0 4px 10px rgba(0, 0, 0, 0.24)"
btn-primary,--btn-primary-shadow-hover,theme-override,app/styles/theme/mid.css,543,var(--mid-unified-surface-shadow)
btn-primary,--btn-primary-shadow-hover,theme-override,app/styles/theme/mono.css,193,"inset 0 1px 0 rgba(var(--mono-mid-rgb), 0.1), 0 7px 14px rgba(7, 7, 7, 0.28)"
btn-primary,--btn-primary-shadow-hover,theme-override,app/styles/theme/mono.css,695,"inset 0 1px 0 rgba(214, 214, 214, 0.1), 0 7px 14px rgba(7, 7, 7, 0.28)"
btn-primary,--btn-primary-shadow-hover,theme-override,app/styles/theme/night.css,251,"inset 0 1px 0 rgba(220, 236, 255, 0.12), 0 7px 14px rgba(2, 6, 16, 0.28)"
btn-primary,--btn-primary-shadow-hover,canonical-default,app/styles/tokens.css,107,"inset 0 1px 0 rgba(255, 255, 255, 0.08), inset 0 -1px 0 rgba(5, 6, 9, 0.64), 0 7px 14px rgba(0, 0, 0, 0.24)"
btn-primary,--btn-primary-shadow-hover,feature-bridge,components/covision/CovisionPage.module.css,235,var(--covision-btn-primary-shadow-hover)
btn-primary,--btn-primary-text,feature-bridge,app/styles/features/chat/hc.css,174,var(--chat-btn-primary-text)
btn-primary,--btn-primary-text,feature-bridge,app/styles/features/chat/hc.css,371,var(--chat-btn-primary-text)
btn-primary,--btn-primary-text,feature-bridge,app/styles/features/chat/shell.css,850,var(--chat-btn-primary-text)
btn-primary,--btn-primary-text,feature-bridge,app/styles/features/documents/ui.css,604,var(--documents-btn-primary-text)
btn-primary,--btn-primary-text,theme-override,app/styles/theme/hc.css,135,var(--hc-accent)
btn-primary,--btn-primary-text,theme-override,app/styles/theme/hc.css,434,var(--hc-accent)
btn-primary,--btn-primary-text,theme-override,app/styles/theme/hc.css,654,var(--hc-accent)
btn-primary,--btn-primary-text,theme-override,app/styles/theme/hc.css,866,var(--hc-accent)
btn-primary,--btn-primary-text,theme-override,app/styles/theme/hc.css,1076,var(--hc-accent)
btn-primary,--btn-primary-text,theme-override,app/styles/theme/hc.css,1231,var(--hc-accent)
btn-primary,--btn-primary-text,theme-override,app/styles/theme/hc.css,1417,var(--hc-accent)
btn-primary,--btn-primary-text,theme-override,app/styles/theme/hc.css,1804,var(--hc-accent)
btn-primary,--btn-primary-text,theme-override,app/styles/theme/light.css,259,"rgba(31, 41, 55, 0.92)"
btn-primary,--btn-primary-text,theme-override,app/styles/theme/mid.css,538,#2f3a4a
btn-primary,--btn-primary-text,theme-override,app/styles/theme/mono.css,188,var(--mono-icon)
btn-primary,--btn-primary-text,theme-override,app/styles/theme/mono.css,687,var(--mono-icon)
btn-primary,--btn-primary-text,canonical-default,app/styles/tokens.css,99,"rgba(248, 252, 255, 0.96)"
btn-primary,--btn-primary-text,feature-bridge,components/covision/CovisionPage.module.css,233,var(--covision-btn-primary-text)
btn-primary,--btn-primary-text,feature-bridge,components/wellbeing/WellbeingPage.module.css,39,var(--wellbeing-btn-primary-text)
btn-primary,--btn-primary-text,feature-bridge,components/wellbeing/WellbeingPage.module.css,171,var(--wellbeing-btn-primary-text)
btn-primary,--btn-primary-text-hover,theme-override,app/styles/theme/mono.css,189,var(--mono-title-soft)
btn-primary,--btn-primary-text-hover,theme-override,app/styles/theme/mono.css,688,var(--mono-title-soft)
